student_id,subject,test_number,score,best_subject,average_score
1130,Math,Average,36,Coding,58
1130,Social Studies,Average,57.66666667,Coding,58
1131,Coding,1,99,Coding,70.66666667
1131,Coding,2,81,Coding,70.66666667
1131,Coding,3,32,Coding,70.66666667
1131,Math,1,62,Coding,70.66666667
1131,Math,2,10,Coding,70.66666667
1131,Math,3,52,Coding,70.66666667
1131,Social Studies,1,65,Coding,70.66666667
1131,Social Studies,2,40,Coding,70.66666667
1131,Social Studies,3,12,Coding,70.66666667
1131,Coding,Average,70.66666667,Coding,70.66666667
1131,Math,Average,41.33333333,Coding,70.66666667
1131,Social Studies,Average,39,Coding,70.66666667
1132,Coding,1,98,Coding,77.66666667
1132,Coding,2,36,Coding,77.66666667
1132,Coding,3,99,Coding,77.66666667
1132,Math,1,83,Coding,77.66666667
1132,Math,2,58,Coding,77.66666667
1132,Math,3,91,Coding,77.66666667
1132,Social Studies,1,69,Coding,77.66666667
1132,Social Studies,2,46,Coding,77.66666667
1132,Social Studies,3,22,Coding,77.66666667
1132,Coding,Average,77.66666667,Coding,77.66666667
1132,Math,Average,77.33333333,Coding,77.66666667
1132,Social Studies,Average,45.66666667,Coding,77.66666667
1133,Coding,1,69,Coding,67.33333333
1133,Coding,2,67,Coding,67.33333333
1133,Coding,3,66,Coding,67.33333333
1133,Math,1,22,Coding,67.33333333
1133,Math,2,62,Coding,67.33333333
1133,Math,3,75,Coding,67.33333333
1133,Social Studies,1,47,Coding,67.33333333
1133,Social Studies,2,25,Coding,67.33333333
1133,Social Studies,3,10,Coding,67.33333333
1133,Coding,Average,67.33333333,Coding,67.33333333
1133,Math,Average,53,Coding,67.33333333
1133,Social Studies,Average,27.33333333,Coding,67.33333333
1134,Coding,1,30,Math,56.66666667
1134,Coding,2,54,Math,56.66666667
1134,Coding,3,6,Math,56.66666667
1134,Math,1,28,Math,56.66666667
1134,Math,2,49,Math,56.66666667
1134,Math,3,93,Math,56.66666667
1134,Social Studies,1,60,Math,56.66666667
1134,Social Studies,2,46,Math,56.66666667
1134,Social Studies,3,28,Math,56.66666667
1134,Coding,Average,30,Math,56.66666667
1134,Math,Average,56.66666667,Math,56.66666667
1134,Social Studies,Average,44.66666667,Math,56.66666667
1135,Coding,1,95,Coding,84.66666667
1135,Coding,2,71,Coding,84.66666667
1135,Coding,3,88,Coding,84.66666667
1135,Math,1,2,Coding,84.66666667
1135,Math,2,63,Coding,84.66666667
1135,Math,3,17,Coding,84.66666667
1135,Social Studies,1,63,Coding,84.66666667
1135,Social Studies,2,9,Coding,84.66666667
1135,Social Studies,3,42,Coding,84.66666667
1135,Coding,Average,84.66666667,Coding,84.66666667
1135,Math,Average,27.33333333,Coding,84.66666667
1135,Social Studies,Average,38,Coding,84.66666667
1136,Coding,1,33,Math,50.33333333
1136,Coding,2,65,Math,50.33333333
1136,Coding,3,41,Math,50.33333333
1136,Math,1,2,Math,50.33333333
1136,Math,2,100,Math,50.33333333
1136,Math,3,49,Math,50.33333333
1136,Social Studies,1,46,Math,50.33333333
1136,Social Studies,2,60,Math,50.33333333
1136,Social Studies,3,19,Math,50.33333333
1136,Coding,Average,46.33333333,Math,50.33333333
1136,Math,Average,50.33333333,Math,50.33333333
1136,Social Studies,Average,41.66666667,Math,50.33333333
1137,Coding,1,39,Math,74.66666667
1137,Coding,2,52,Math,74.66666667
1137,Coding,3,73,Math,74.66666667
1137,Math,1,83,Math,74.66666667
1137,Math,2,73,Math,74.66666667
1137,Math,3,68,Math,74.66666667
1137,Social Studies,1,17,Math,74.66666667
1137,Social Studies,2,28,Math,74.66666667
1137,Social Studies,3,65,Math,74.66666667
1137,Coding,Average,54.66666667,Math,74.66666667
1137,Math,Average,74.66666667,Math,74.66666667
1137,Social Studies,Average,36.66666667,Math,74.66666667
1138,Coding,1,9,Social Studies,69.66666667
1138,Coding,2,53,Social Studies,69.66666667
1138,Coding,3,80,Social Studies,69.66666667
1138,Math,1,68,Social Studies,69.66666667
1138,Math,2,77,Social Studies,69.66666667
1138,Math,3,62,Social Studies,69.66666667
1138,Social Studies,1,88,Social Studies,69.66666667
1138,Social Studies,2,90,Social Studies,69.66666667
1138,Social Studies,3,31,Social Studies,69.66666667
1138,Coding,Average,47.33333333,Social Studies,69.66666667
1138,Math,Average,69,Social Studies,69.66666667
1138,Social Studies,Average,69.66666667,Social Studies,69.66666667
1139,Coding,1,44,Math,64.66666667
1139,Coding,2,30,Math,64.66666667
1139,Coding,3,94,Math,64.66666667
1139,Math,1,84,Math,64.66666667
1139,Math,2,63,Math,64.66666667
1139,Math,3,47,Math,64.66666667
1139,Social Studies,1,44,Math,64.66666667
1139,Social Studies,2,59,Math,64.66666667
1139,Social Studies,3,50,Math,64.66666667
1139,Coding,Average,56,Math,64.66666667
1139,Math,Average,64.66666667,Math,64.66666667
1139,Social Studies,Average,51,Math,64.66666667
1140,Coding,1,87,Math,72
1140,Coding,2,47,Math,72
1140,Coding,3,44,Math,72
1140,Math,1,73,Math,72
1140,Math,2,86,Math,72
1140,Math,3,57,Math,72
1140,Social Studies,1,60,Math,72
1140,Social Studies,2,84,Math,72
1140,Social Studies,3,44,Math,72
1140,Coding,Average,59.33333333,Math,72
1140,Math,Average,72,Math,72
1140,Social Studies,Average,62.66666667,Math,72
1141,Coding,1,86,Coding,89.33333333
1141,Coding,2,95,Coding,89.33333333
1141,Coding,3,87,Coding,89.33333333
1141,Math,1,46,Coding,89.33333333
1141,Math,2,6,Coding,89.33333333
1141,Math,3,15,Coding,89.33333333
1141,Social Studies,1,61,Coding,89.33333333
1141,Social Studies,2,54,Coding,89.33333333
1141,Social Studies,3,38,Coding,89.33333333
1141,Coding,Average,89.33333333,Coding,89.33333333
1141,Math,Average,22.33333333,Coding,89.33333333
1141,Social Studies,Average,51,Coding,89.33333333
1142,Coding,1,74,Math,60
1142,Coding,2,2,Math,60
1142,Coding,3,6,Math,60
1142,Math,1,8,Math,60
1142,Math,2,86,Math,60
1142,Math,3,86,Math,60
1142,Social Studies,1,78,Math,60
1142,Social Studies,2,28,Math,60
1142,Social Studies,3,19,Math,60
1142,Coding,Average,27.33333333,Math,60
1142,Math,Average,60,Math,60
1142,Social Studies,Average,41.66666667,Math,60
1143,Coding,1,53,Math,48.66666667
1143,Coding,2,14,Math,48.66666667
1143,Coding,3,53,Math,48.66666667
1143,Math,1,69,Math,48.66666667
1143,Math,2,22,Math,48.66666667
1143,Math,3,55,Math,48.66666667
1143,Social Studies,1,43,Math,48.66666667
1143,Social Studies,2,51,Math,48.66666667
1143,Social Studies,3,2,Math,48.66666667
1143,Coding,Average,40,Math,48.66666667
1143,Math,Average,48.66666667,Math,48.66666667
1143,Social Studies,Average,32,Math,48.66666667
1144,Coding,1,28,Social Studies,70
1144,Coding,2,71,Social Studies,70
1144,Coding,3,10,Social Studies,70
1144,Math,1,81,Social Studies,70
1144,Math,2,25,Social Studies,70
1144,Math,3,55,Social Studies,70
1144,Social Studies,1,98,Social Studies,70
1144,Social Studies,2,43,Social Studies,70
1144,Social Studies,3,69,Social Studies,70
1144,Coding,Average,36.33333333,Social Studies,70
1144,Math,Average,53.66666667,Social Studies,70
1144,Social Studies,Average,70,Social Studies,70
1145,Coding,1,33,Coding,47.66666667
1145,Coding,2,60,Coding,47.66666667
1145,Coding,3,50,Coding,47.66666667
1145,Math,1,46,Coding,47.66666667
1145,Math,2,30,Coding,47.66666667
1145,Math,3,19,Coding,47.66666667
1145,Social Studies,1,90,Coding,47.66666667
1145,Social Studies,2,18,Coding,47.66666667
1145,Social Studies,3,26,Coding,47.66666667
1145,Coding,Average,47.66666667,Coding,47.66666667
1145,Math,Average,31.66666667,Coding,47.66666667
1145,Social Studies,Average,44.66666667,Coding,47.66666667
1146,Coding,1,24,Math,51.66666667
1146,Coding,2,81,Math,51.66666667
1146,Coding,3,23,Math,51.66666667
1146,Math,1,73,Math,51.66666667
1146,Math,2,67,Math,51.66666667
1146,Math,3,15,Math,51.66666667
1146,Social Studies,1,45,Math,51.66666667
1146,Social Studies,2,16,Math,51.66666667
1146,Social Studies,3,6,Math,51.66666667
1146,Coding,Average,42.66666667,Math,51.66666667
1146,Math,Average,51.66666667,Math,51.66666667
1146,Social Studies,Average,22.33333333,Math,51.66666667
1147,Coding,1,0,Math,77.66666667
1147,Coding,2,81,Math,77.66666667
1147,Coding,3,29,Math,77.66666667
1147,Math,1,59,Math,77.66666667
1147,Math,2,88,Math,77.66666667
1147,Math,3,86,Math,77.66666667
1147,Social Studies,1,8,Math,77.66666667
1147,Social Studies,2,70,Math,77.66666667
1147,Social Studies,3,25,Math,77.66666667
1147,Coding,Average,36.66666667,Math,77.66666667
1147,Math,Average,77.66666667,Math,77.66666667
1147,Social Studies,Average,34.33333333,Math,77.66666667
1148,Coding,1,33,Math,54.66666667
1148,Coding,2,24,Math,54.66666667
1148,Coding,3,48,Math,54.66666667
1148,Math,1,86,Math,54.66666667
1148,Math,2,33,Math,54.66666667
1148,Math,3,45,Math,54.66666667
1148,Social Studies,1,13,Math,54.66666667
1148,Social Studies,2,23,Math,54.66666667
1148,Social Studies,3,8,Math,54.66666667
1148,Coding,Average,35,Math,54.66666667
1148,Math,Average,54.66666667,Math,54.66666667
1148,Social Studies,Average,14.66666667,Math,54.66666667
1149,Coding,1,96,Coding,75
1149,Coding,2,65,Coding,75
1149,Coding,3,64,Coding,75
1149,Math,1,32,Coding,75
1149,Math,2,5,Coding,75
1149,Math,3,20,Coding,75
1149,Social Studies,1,100,Coding,75
1149,Social Studies,2,17,Coding,75
1149,Social Studies,3,77,Coding,75
1149,Coding,Average,75,Coding,75
1149,Math,Average,19,Coding,75
1149,Social Studies,Average,64.66666667,Coding,75
1150,Coding,1,76,Social Studies,73
1150,Coding,2,61,Social Studies,73
1150,Coding,3,30,Social Studies,73
1150,Math,1,59,Social Studies,73
1150,Math,2,79,Social Studies,73
1150,Math,3,23,Social Studies,73
1150,Social Studies,1,99,Social Studies,73
1150,Social Studies,2,27,Social Studies,73
1150,Social Studies,3,93,Social Studies,73
1150,Coding,Average,55.66666667,Social Studies,73
1150,Math,Average,53.66666667,Social Studies,73
1150,Social Studies,Average,73,Social Studies,73
1151,Coding,1,67,Coding,68.66666667
1151,Coding,2,48,Coding,68.66666667
1151,Coding,3,91,Coding,68.66666667
1151,Math,1,2,Coding,68.66666667
1151,Math,2,79,Coding,68.66666667
1151,Math,3,15,Coding,68.66666667
1151,Social Studies,1,34,Coding,68.66666667
1151,Social Studies,2,9,Coding,68.66666667
1151,Social Studies,3,91,Coding,68.66666667
1151,Coding,Average,68.66666667,Coding,68.66666667
1151,Math,Average,32,Coding,68.66666667
1151,Social Studies,Average,44.66666667,Coding,68.66666667
1152,Coding,1,72,Social Studies,76.66666667
1152,Coding,2,87,Social Studies,76.66666667
1152,Coding,3,38,Social Studies,76.66666667
1152,Math,1,74,Social Studies,76.66666667
1152,Math,2,6,Social Studies,76.66666667
1152,Math,3,57,Social Studies,76.66666667
1152,Social Studies,1,96,Social Studies,76.66666667
1152,Social Studies,2,57,Social Studies,76.66666667
1152,Social Studies,3,77,Social Studies,76.66666667
1152,Coding,Average,65.66666667,Social Studies,76.66666667
1152,Math,Average,45.66666667,Social Studies,76.66666667
1152,Social Studies,Average,76.66666667,Social Studies,76.66666667
1153,Coding,1,83,Math,74.66666667
1153,Coding,2,2,Math,74.66666667
1153,Coding,3,7,Math,74.66666667
1153,Math,1,54,Math,74.66666667
1153,Math,2,92,Math,74.66666667
1153,Math,3,78,Math,74.66666667
1153,Social Studies,1,10,Math,74.66666667
1153,Social Studies,2,91,Math,74.66666667
1153,Social Studies,3,80,Math,74.66666667
1153,Coding,Average,30.66666667,Math,74.66666667
1153,Math,Average,74.66666667,Math,74.66666667
1153,Social Studies,Average,60.33333333,Math,74.66666667
1154,Coding,1,70,Coding,59.33333333
1154,Coding,2,55,Coding,59.33333333
1154,Coding,3,53,Coding,59.33333333
1154,Math,1,8,Coding,59.33333333
1154,Math,2,100,Coding,59.33333333
1154,Math,3,43,Coding,59.33333333
1154,Social Studies,1,36,Coding,59.33333333
1154,Social Studies,2,78,Coding,59.33333333
1154,Social Studies,3,43,Coding,59.33333333
1154,Coding,Average,59.33333333,Coding,59.33333333
1154,Math,Average,50.33333333,Coding,59.33333333
1154,Social Studies,Average,52.33333333,Coding,59.33333333
1155,Coding,1,58,Math,92
1155,Coding,2,70,Math,92
1155,Coding,3,45,Math,92
1155,Math,1,84,Math,92
1155,Math,2,97,Math,92
1155,Math,3,95,Math,92
1155,Social Studies,1,3,Math,92
1155,Social Studies,2,73,Math,92
1155,Social Studies,3,20,Math,92
1155,Coding,Average,57.66666667,Math,92
1155,Math,Average,92,Math,92
1155,Social Studies,Average,32,Math,92
1156,Coding,1,14,Math,76.66666667
1156,Coding,2,77,Math,76.66666667
1156,Coding,3,14,Math,76.66666667
1156,Math,1,81,Math,76.66666667
1156,Math,2,80,Math,76.66666667
1156,Math,3,69,Math,76.66666667
1156,Social Studies,1,44,Math,76.66666667
1156,Social Studies,2,1,Math,76.66666667
1156,Social Studies,3,24,Math,76.66666667
1156,Coding,Average,35,Math,76.66666667
1156,Math,Average,76.66666667,Math,76.66666667
1156,Social Studies,Average,23,Math,76.66666667
1157,Coding,1,73,Social Studies,74.33333333
1157,Coding,2,80,Social Studies,74.33333333
1157,Coding,3,64,Social Studies,74.33333333
1157,Math,1,39,Social Studies,74.33333333
1157,Math,2,95,Social Studies,74.33333333
1157,Math,3,27,Social Studies,74.33333333
1157,Social Studies,1,39,Social Studies,74.33333333
1157,Social Studies,2,97,Social Studies,74.33333333
1157,Social Studies,3,87,Social Studies,74.33333333
1157,Coding,Average,72.33333333,Social Studies,74.33333333
1157,Math,Average,53.66666667,Social Studies,74.33333333
1157,Social Studies,Average,74.33333333,Social Studies,74.33333333
1158,Coding,1,27,Social Studies,90.33333333
1158,Coding,2,56,Social Studies,90.33333333
1158,Coding,3,94,Social Studies,90.33333333
1158,Math,1,33,Social Studies,90.33333333
1158,Math,2,81,Social Studies,90.33333333
1158,Math,3,79,Social Studies,90.33333333
1158,Social Studies,1,91,Social Studies,90.33333333
1158,Social Studies,2,86,Social Studies,90.33333333
1158,Social Studies,3,94,Social Studies,90.33333333
1158,Coding,Average,59,Social Studies,90.33333333
1158,Math,Average,64.33333333,Social Studies,90.33333333
1158,Social Studies,Average,90.33333333,Social Studies,90.33333333
1159,Coding,1,19,Social Studies,71.66666667
1159,Coding,2,41,Social Studies,71.66666667
1159,Coding,3,45,Social Studies,71.66666667
1159,Math,1,67,Social Studies,71.66666667
1159,Math,2,30,Social Studies,71.66666667
1159,Math,3,91,Social Studies,71.66666667
1159,Social Studies,1,48,Social Studies,71.66666667
1159,Social Studies,2,81,Social Studies,71.66666667
1159,Social Studies,3,86,Social Studies,71.66666667
1159,Coding,Average,35,Social Studies,71.66666667
1159,Math,Average,62.66666667,Social Studies,71.66666667
1159,Social Studies,Average,71.66666667,Social Studies,71.66666667
1160,Coding,1,99,Coding,88.66666667
1160,Coding,2,99,Coding,88.66666667
1160,Coding,3,68,Coding,88.66666667
1160,Math,1,14,Coding,88.66666667
1160,Math,2,52,Coding,88.66666667
1160,Math,3,26,Coding,88.66666667
1160,Social Studies,1,53,Coding,88.66666667
1160,Social Studies,2,17,Coding,88.66666667
1160,Social Studies,3,90,Coding,88.66666667
1160,Coding,Average,88.66666667,Coding,88.66666667
1160,Math,Average,30.66666667,Coding,88.66666667
1160,Social Studies,Average,53.33333333,Coding,88.66666667
1161,Coding,1,98,Coding,83
1161,Coding,2,52,Coding,83
1161,Coding,3,99,Coding,83
1161,Math,1,87,Coding,83
1161,Math,2,34,Coding,83
1161,Math,3,47,Coding,83
1161,Social Studies,1,18,Coding,83
1161,Social Studies,2,17,Coding,83
1161,Social Studies,3,98,Coding,83
1161,Coding,Average,83,Coding,83
1161,Math,Average,56,Coding,83
1161,Social Studies,Average,44.33333333,Coding,83
1162,Coding,1,7,Coding,35.33333333
1162,Coding,2,80,Coding,35.33333333
1162,Coding,3,19,Coding,35.33333333
1162,Math,1,75,Coding,35.33333333
1162,Math,2,4,Coding,35.33333333
1162,Math,3,26,Coding,35.33333333
1162,Social Studies,1,19,Coding,35.33333333
1162,Social Studies,2,18,Coding,35.33333333
1162,Social Studies,3,63,Coding,35.33333333
1162,Coding,Average,35.33333333,Coding,35.33333333
1162,Math,Average,35,Coding,35.33333333
1162,Social Studies,Average,33.33333333,Coding,35.33333333
1163,Coding,1,34,Coding,63.33333333
1163,Coding,2,72,Coding,63.33333333
1163,Coding,3,84,Coding,63.33333333
1163,Math,1,61,Coding,63.33333333
1163,Math,2,94,Coding,63.33333333
1163,Math,3,3,Coding,63.33333333
1163,Social Studies,1,94,Coding,63.33333333
1163,Social Studies,2,20,Coding,63.33333333
1163,Social Studies,3,12,Coding,63.33333333
1163,Coding,Average,63.33333333,Coding,63.33333333
1163,Math,Average,52.66666667,Coding,63.33333333
1163,Social Studies,Average,42,Coding,63.33333333
1164,Coding,1,26,Social Studies,75.66666667
1164,Coding,2,37,Social Studies,75.66666667
1164,Coding,3,100,Social Studies,75.66666667
1164,Math,1,24,Social Studies,75.66666667
1164,Math,2,85,Social Studies,75.66666667
1164,Math,3,64,Social Studies,75.66666667
1164,Social Studies,1,83,Social Studies,75.66666667
1164,Social Studies,2,97,Social Studies,75.66666667
1164,Social Studies,3,47,Social Studies,75.66666667
1164,Coding,Average,54.33333333,Social Studies,75.66666667
1164,Math,Average,57.66666667,Social Studies,75.66666667
1164,Social Studies,Average,75.66666667,Social Studies,75.66666667
1165,Coding,1,46,Coding,46.66666667
1165,Coding,2,55,Coding,46.66666667
1165,Coding,3,39,Coding,46.66666667
1165,Math,1,69,Coding,46.66666667
1165,Math,2,46,Coding,46.66666667
1165,Math,3,9,Coding,46.66666667
1165,Social Studies,1,9,Coding,46.66666667
1165,Social Studies,2,52,Coding,46.66666667
1165,Social Studies,3,58,Coding,46.66666667
1165,Coding,Average,46.66666667,Coding,46.66666667
1165,Math,Average,41.33333333,Coding,46.66666667
1165,Social Studies,Average,39.66666667,Coding,46.66666667
1166,Coding,1,73,Math,67.66666667
1166,Coding,2,41,Math,67.66666667
1166,Coding,3,52,Math,67.66666667
1166,Math,1,79,Math,67.66666667
1166,Math,2,94,Math,67.66666667
1166,Math,3,30,Math,67.66666667
1166,Social Studies,1,99,Math,67.66666667
1166,Social Studies,2,67,Math,67.66666667
1166,Social Studies,3,1,Math,67.66666667
1166,Coding,Average,55.33333333,Math,67.66666667
1166,Math,Average,67.66666667,Math,67.66666667
1166,Social Studies,Average,55.66666667,Math,67.66666667
1167,Coding,1,68,Coding,71
1167,Coding,2,88,Coding,71
1167,Coding,3,57,Coding,71
1167,Math,1,58,Coding,71
1167,Math,2,79,Coding,71
1167,Math,3,67,Coding,71
1167,Social Studies,1,87,Coding,71
1167,Social Studies,2,67,Coding,71
1167,Social Studies,3,43,Coding,71
1167,Coding,Average,71,Coding,71
1167,Math,Average,68,Coding,71
1167,Social Studies,Average,65.66666667,Coding,71
1168,Coding,1,81,Coding,70.66666667
1168,Coding,2,91,Coding,70.66666667
1168,Coding,3,40,Coding,70.66666667
1168,Math,1,78,Coding,70.66666667
1168,Math,2,20,Coding,70.66666667
1168,Math,3,46,Coding,70.66666667
1168,Social Studies,1,39,Coding,70.66666667
1168,Social Studies,2,39,Coding,70.66666667
1168,Social Studies,3,36,Coding,70.66666667
1168,Coding,Average,70.66666667,Coding,70.66666667
1168,Math,Average,48,Coding,70.66666667
1168,Social Studies,Average,38,Coding,70.66666667
1169,Coding,1,85,Math,63.33333333
1169,Coding,2,71,Math,63.33333333
1169,Coding,3,24,Math,63.33333333
1169,Math,1,100,Math,63.33333333
1169,Math,2,41,Math,63.33333333
1169,Math,3,49,Math,63.33333333
1169,Social Studies,1,55,Math,63.33333333
1169,Social Studies,2,17,Math,63.33333333
1169,Social Studies,3,14,Math,63.33333333
1169,Coding,Average,60,Math,63.33333333
1169,Math,Average,63.33333333,Math,63.33333333
1169,Social Studies,Average,28.66666667,Math,63.33333333
1170,Coding,1,79,Social Studies,64.66666667
1170,Coding,2,29,Social Studies,64.66666667
1170,Coding,3,47,Social Studies,64.66666667
1170,Math,1,15,Social Studies,64.66666667
1170,Math,2,19,Social Studies,64.66666667
1170,Math,3,83,Social Studies,64.66666667
1170,Social Studies,1,98,Social Studies,64.66666667
1170,Social Studies,2,79,Social Studies,64.66666667
1170,Social Studies,3,17,Social Studies,64.66666667
1170,Coding,Average,51.66666667,Social Studies,64.66666667
1170,Math,Average,39,Social Studies,64.66666667
1170,Social Studies,Average,64.66666667,Social Studies,64.66666667
1171,Coding,1,30,Math,64
1171,Coding,2,100,Math,64
1171,Coding,3,37,Math,64
1171,Math,1,21,Math,64
1171,Math,2,83,Math,64
1171,Math,3,88,Math,64
1171,Social Studies,1,28,Math,64
1171,Social Studies,2,100,Math,64
1171,Social Studies,3,33,Math,64
1171,Coding,Average,55.66666667,Math,64
1171,Math,Average,64,Math,64
1171,Social Studies,Average,53.66666667,Math,64
1172,Coding,1,70,Social Studies,87
1172,Coding,2,53,Social Studies,87
1172,Coding,3,47,Social Studies,87
1172,Math,1,65,Social Studies,87
1172,Math,2,16,Social Studies,87
1172,Math,3,62,Social Studies,87
1172,Social Studies,1,85,Social Studies,87
1172,Social Studies,2,98,Social Studies,87
1172,Social Studies,3,78,Social Studies,87
1172,Coding,Average,56.66666667,Social Studies,87
1172,Math,Average,47.66666667,Social Studies,87
1172,Social Studies,Average,87,Social Studies,87
1173,Coding,1,39,Social Studies,77.66666667
1173,Coding,2,44,Social Studies,77.66666667
1173,Coding,3,33,Social Studies,77.66666667
1173,Math,1,16,Social Studies,77.66666667
1173,Math,2,66,Social Studies,77.66666667
1173,Math,3,85,Social Studies,77.66666667
1173,Social Studies,1,57,Social Studies,77.66666667
1173,Social Studies,2,98,Social Studies,77.66666667
1173,Social Studies,3,78,Social Studies,77.66666667
1173,Coding,Average,38.66666667,Social Studies,77.66666667
1173,Math,Average,55.66666667,Social Studies,77.66666667
1173,Social Studies,Average,77.66666667,Social Studies,77.66666667
1174,Coding,1,1,Math,51.66666667
1174,Coding,2,19,Math,51.66666667
1174,Coding,3,38,Math,51.66666667
1174,Math,1,92,Math,51.66666667
1174,Math,2,61,Math,51.66666667
1174,Math,3,2,Math,51.66666667
1174,Social Studies,1,14,Math,51.66666667
1174,Social Studies,2,17,Math,51.66666667
1174,Social Studies,3,34,Math,51.66666667
1174,Coding,Average,19.33333333,Math,51.66666667
1174,Math,Average,51.66666667,Math,51.66666667
1174,Social Studies,Average,21.66666667,Math,51.66666667
1175,Coding,1,38,Social Studies,74.66666667
1175,Coding,2,32,Social Studies,74.66666667
1175,Coding,3,6,Social Studies,74.66666667
1175,Math,1,25,Social Studies,74.66666667
1175,Math,2,48,Social Studies,74.66666667
1175,Math,3,24,Social Studies,74.66666667
1175,Social Studies,1,87,Social Studies,74.66666667
1175,Social Studies,2,53,Social Studies,74.66666667
1175,Social Studies,3,84,Social Studies,74.66666667
1175,Coding,Average,25.33333333,Social Studies,74.66666667
1175,Math,Average,32.33333333,Social Studies,74.66666667
1175,Social Studies,Average,74.66666667,Social Studies,74.66666667
1176,Coding,1,20,Coding,52.33333333
1176,Coding,2,42,Coding,52.33333333
1176,Coding,3,95,Coding,52.33333333
1176,Math,1,72,Coding,52.33333333
1176,Math,2,29,Coding,52.33333333
1176,Math,3,13,Coding,52.33333333
1176,Social Studies,1,41,Coding,52.33333333
1176,Social Studies,2,10,Coding,52.33333333
1176,Social Studies,3,22,Coding,52.33333333
1176,Coding,Average,52.33333333,Coding,52.33333333
1176,Math,Average,38,Coding,52.33333333
1176,Social Studies,Average,24.33333333,Coding,52.33333333
1177,Coding,1,74,Math,54.66666667
1177,Coding,2,4,Math,54.66666667
1177,Coding,3,81,Math,54.66666667
1177,Math,1,12,Math,54.66666667
1177,Math,2,94,Math,54.66666667
1177,Math,3,58,Math,54.66666667
1177,Social Studies,1,75,Math,54.66666667
1177,Social Studies,2,25,Math,54.66666667
1177,Social Studies,3,57,Math,54.66666667
1177,Coding,Average,53,Math,54.66666667
1177,Math,Average,54.66666667,Math,54.66666667
1177,Social Studies,Average,52.33333333,Math,54.66666667
1178,Coding,1,82,Coding,84
1178,Coding,2,87,Coding,84
1178,Coding,3,83,Coding,84
1178,Math,1,48,Coding,84
1178,Math,2,92,Coding,84
1178,Math,3,25,Coding,84
1178,Social Studies,1,89,Coding,84
1178,Social Studies,2,8,Coding,84
1178,Social Studies,3,26,Coding,84
1178,Coding,Average,84,Coding,84
1178,Math,Average,55,Coding,84
1178,Social Studies,Average,41,Coding,84
1179,Coding,1,15,Math,45.33333333
1179,Coding,2,42,Math,45.33333333
1179,Coding,3,48,Math,45.33333333
1179,Math,1,65,Math,45.33333333
1179,Math,2,56,Math,45.33333333
1179,Math,3,15,Math,45.33333333
1179,Social Studies,1,9,Math,45.33333333
1179,Social Studies,2,22,Math,45.33333333
1179,Social Studies,3,43,Math,45.33333333
1179,Coding,Average,35,Math,45.33333333
1179,Math,Average,45.33333333,Math,45.33333333
1179,Social Studies,Average,24.66666667,Math,45.33333333
1180,Coding,1,9,Social Studies,71
1180,Coding,2,51,Social Studies,71
1180,Coding,3,55,Social Studies,71
1180,Math,1,52,Social Studies,71
1180,Math,2,53,Social Studies,71
1180,Math,3,22,Social Studies,71
1180,Social Studies,1,97,Social Studies,71
1180,Social Studies,2,67,Social Studies,71
1180,Social Studies,3,49,Social Studies,71
1180,Coding,Average,38.33333333,Social Studies,71
1180,Math,Average,42.33333333,Social Studies,71
1180,Social Studies,Average,71,Social Studies,71
1181,Coding,1,56,Coding,51
1181,Coding,2,37,Coding,51
1181,Coding,3,60,Coding,51
1181,Math,1,9,Coding,51
1181,Math,2,96,Coding,51
1181,Math,3,5,Coding,51
1181,Social Studies,1,5,Coding,51
1181,Social Studies,2,7,Coding,51
1181,Social Studies,3,99,Coding,51
1181,Coding,Average,51,Coding,51
1181,Math,Average,36.66666667,Coding,51
1181,Social Studies,Average,37,Coding,51
1182,Coding,1,79,Coding,81.66666667
1182,Coding,2,79,Coding,81.66666667
1182,Coding,3,87,Coding,81.66666667
1182,Math,1,40,Coding,81.66666667
1182,Math,2,11,Coding,81.66666667
1182,Math,3,27,Coding,81.66666667
1182,Social Studies,1,26,Coding,81.66666667
1182,Social Studies,2,64,Coding,81.66666667
1182,Social Studies,3,42,Coding,81.66666667
1182,Coding,Average,81.66666667,Coding,81.66666667
1182,Math,Average,26,Coding,81.66666667
1182,Social Studies,Average,44,Coding,81.66666667
1183,Coding,1,69,Social Studies,40.33333333
1183,Coding,2,15,Social Studies,40.33333333
1183,Coding,3,19,Social Studies,40.33333333
1183,Math,1,58,Social Studies,40.33333333
1183,Math,2,37,Social Studies,40.33333333
1183,Math,3,0,Social Studies,40.33333333
1183,Social Studies,1,73,Social Studies,40.33333333
1183,Social Studies,2,2,Social Studies,40.33333333
1183,Social Studies,3,46,Social Studies,40.33333333
1183,Coding,Average,34.33333333,Social Studies,40.33333333
1183,Math,Average,31.66666667,Social Studies,40.33333333
1183,Social Studies,Average,40.33333333,Social Studies,40.33333333
1184,Coding,1,61,Social Studies,58.66666667
1184,Coding,2,21,Social Studies,58.66666667
1184,Coding,3,42,Social Studies,58.66666667
1184,Math,1,33,Social Studies,58.66666667
1184,Math,2,8,Social Studies,58.66666667
1184,Math,3,3,Social Studies,58.66666667
1184,Social Studies,1,29,Social Studies,58.66666667
1184,Social Studies,2,54,Social Studies,58.66666667
1184,Social Studies,3,93,Social Studies,58.66666667
1184,Coding,Average,41.33333333,Social Studies,58.66666667
1184,Math,Average,14.66666667,Social Studies,58.66666667
